OTTER NO,recap,DATE,YEAR,LOCATION,STATE,REGION,AREA,LAT,LONG,SEX,WEIGHT,TAIL_LGTH_1,TAIL_LGTH_2,TAIL_LGTH_3,mean_tail_lgth,LGTH1,LGTH2,LGTH3,curvilinear_correction,mean_lgth,true_standard_lgth,body_lgth,CURVE_LGTH1,CURVE_LGTH2,GIRTH1,GIRTH2,mean_girth,PAW,W_PUP,PUP_NUMBER,PUP_SEX,PUP_WGHT,PUP_LGTH,PUP_CURVLGTH,FETUS_PRES,FETUS_NUM,FETUS_SEX,FETUS_WT,FETUS_LTH,FE_REP_CON,FE_REP_STA,PREGNANCY_STATUS,CAN_DIA,FINAL_AGE,AGE_CATEGORY,BACULA_LGTH,comments,Cause_of_death_Capture_method
67001,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,20.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,126.7,-9,130,-9,-9,-9,-9,-9,Y,67002,M,9.5,93.5,96,N,0,.,-9,-9,ANE,M,NP,-9,7,7,-9,.,1
67002,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,9.5,-9,-9,-9,-9,-9,-9,-9,0.974,-9,93.5,-9,96,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,1
67003,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,34,-9,-9,-9,-9,-9,-9,-9,0.974,-9,149.1,-9,153,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,11,13,15.8,.,1
67004,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,32.2,-9,-9,-9,-9,-9,-9,-9,0.974,-9,143.2,-9,147,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,7,7,-9,.,1
67005,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,34,-9,-9,-9,-9,-9,-9,-9,0.974,-9,149.1,-9,153,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,7,7,-9,.,1
67006,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,35.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,147.1,-9,151,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,10,7,15.9,.,1
67007,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,21.3,-9,-9,-9,-9,-9,-9,-9,0.974,-9,130.6,-9,134,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,M,NP,-9,7,7,-9,.,1
67008,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,36.7,-9,-9,-9,-9,-9,-9,-9,0.974,-9,142.3,-9,146,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,7,7,-9,.,1
67009,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,16.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,121.8,-9,125,-9,-9,-9,-9,-9,Y,.,U,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,-9,1.5,-9,.,1
67010,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,22.7,-9,-9,-9,-9,-9,-9,-9,0.974,-9,127.6,-9,131,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,11,13,-9,.,1
67011,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,17.2,-9,-9,-9,-9,-9,-9,-9,0.974,-9,123.8,-9,127,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,-9,1.5,-9,.,1
67012,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,16.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,124.7,-9,128,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,4,7,-9,.,1
67013,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,15.9,-9,-9,-9,-9,-9,-9,-9,0.974,-9,120.8,-9,124,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,P,NP,-9,5,7,-9,.,1
67014,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,17.7,-9,-9,-9,-9,-9,-9,-9,0.974,-9,126.7,-9,130,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,P,NP,-9,-9,7,-9,.,1
67015,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,19.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,122.8,-9,126,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,M,9.4,8.9,IMP,M,P,-9,-9,7,-9,.,1
67016,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,35.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,147.1,-9,151,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,-9,.,1
67017,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,19.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,125.7,-9,129,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,M,NP,-9,9,7,-9,.,1
67018,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,11.3,-9,-9,-9,-9,-9,-9,-9,0.974,-9,99.4,-9,102,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,-9,1.5,-9,.,1
67019,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,34,-9,-9,-9,-9,-9,-9,-9,0.974,-9,138.4,-9,142,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,11,13,-9,.,1
67020,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,30.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,138.4,-9,142,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,6,7,14.9,.,1
67021,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,33.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,136.4,-9,140,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,15,.,1
67022,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,23.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,127.6,-9,131,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,POS,M,NP,-9,-9,7,-9,.,1
67023,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,19.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,122.8,-9,126,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,5,7,-9,.,1
67024,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,13.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,108.2,-9,111,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,1,1.5,-9,.,1
67025,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,36.3,-9,-9,-9,-9,-9,-9,-9,0.974,-9,146.2,-9,150,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,8,7,-9,.,1
67026,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,40.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,147.1,-9,151,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,8,7,16.9,.,1
67027,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,28.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,135.4,-9,139,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,6,7,-9,.,1
67028,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,23.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,131.5,-9,135,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,6,7,-9,.,1
67029,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,20,-9,-9,-9,-9,-9,-9,-9,0.974,-9,123.8,-9,127,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,U,-9,-9,IMP,M,P,-9,5,7,-9,.,1
67030,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,39.5,-9,-9,-9,-9,-9,-9,-9,0.974,-9,140.3,-9,144,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,8,7,15.9,.,1
67031,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,13.2,-9,-9,-9,-9,-9,-9,-9,0.974,-9,104.3,-9,107,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,1,1.5,-9,.,1
67032,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,22.2,-9,-9,-9,-9,-9,-9,-9,0.974,-9,127.6,-9,131,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,M,NP,-9,6,7,-9,.,1
67033,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,11.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,97.4,-9,100,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,1,1.5,-9,.,1
67034,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,20.9,-9,-9,-9,-9,-9,-9,-9,0.974,-9,123.8,-9,127,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,5,7,-9,.,1
67035,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,21.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,130.6,-9,134,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,F,24.8,14,IMP,M,P,-9,5,7,-9,.,1
67036,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,21.3,-9,-9,-9,-9,-9,-9,-9,0.974,-9,117.9,-9,121,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,F,399,48,IMP,M,P,-9,5,7,-9,.,1
67037,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,31.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,144.2,-9,148,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,-9,.,1
67038,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,16.3,-9,-9,-9,-9,-9,-9,-9,0.974,-9,115,-9,118,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,-9,1.5,-9,.,1
67039,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,23.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,129.6,-9,133,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,7,7,-9,.,1
67040,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,18.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,116,-9,119,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,PRO,N,NP,-9,3,7,-9,.,1
67041,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,22.7,-9,-9,-9,-9,-9,-9,-9,0.974,-9,127.6,-9,131,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,P,NP,-9,4,7,-9,.,1
67042,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,20,-9,-9,-9,-9,-9,-9,-9,0.974,-9,128.6,-9,132,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,F,4.7,7.2,IMP,M,P,-9,-9,7,-9,.,1
67043,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,17.7,-9,-9,-9,-9,-9,-9,-9,0.974,-9,121.8,-9,125,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,P,NP,-9,4,7,-9,.,1
67044,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,20,-9,-9,-9,-9,-9,-9,-9,0.974,-9,128.6,-9,132,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,M,NP,-9,7,7,-9,.,1
67045,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,33.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,146.2,-9,150,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,8,7,-9,.,1
67046,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,20.9,-9,-9,-9,-9,-9,-9,-9,0.974,-9,138.4,-9,142,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,8,7,-9,.,1
67047,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,14.5,-9,-9,-9,-9,-9,-9,-9,0.974,-9,116,-9,119,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,1,1.5,-9,.,1
67048,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,15.9,-9,-9,-9,-9,-9,-9,-9,0.974,-9,128.6,-9,132,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,EST,M,NP,-9,5,7,-9,.,1
67049,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,16.3,-9,-9,-9,-9,-9,-9,-9,0.974,-9,121.8,-9,125,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,2,1.5,-9,.,1
67050,0,1967-09-10,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,21.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,136.4,-9,140,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,M,NP,-9,-9,7,-9,.,1
67051,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,17.2,-9,-9,-9,-9,-9,-9,-9,0.974,-9,123.8,-9,127,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,6,7,-9,.,1
67052,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,11.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,104.3,-9,107,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,1,1.5,-9,.,1
67053,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,28.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,136.4,-9,140,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,7,7,14.8,.,1
67054,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,22.2,-9,-9,-9,-9,-9,-9,-9,0.974,-9,133.5,-9,137,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,-9,7,-9,.,1
67055,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,20.9,-9,-9,-9,-9,-9,-9,-9,0.974,-9,124.7,-9,128,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,10,7,-9,.,1
67056,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,23.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,135.4,-9,139,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,-9,7,-9,.,1
67057,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,19.5,-9,-9,-9,-9,-9,-9,-9,0.974,-9,121.8,-9,125,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,PRO,M,NP,-9,-9,7,-9,.,1
67058,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,29.9,-9,-9,-9,-9,-9,-9,-9,0.974,-9,139.3,-9,143,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,9,7,15.8,.,1
67059,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,13.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,114,-9,117,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,-9,1.5,-9,.,1
67060,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,22.7,-9,-9,-9,-9,-9,-9,-9,0.974,-9,124.7,-9,128,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,M,1524,58,IMP,M,P,-9,-9,7,-9,.,1
67061,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,19.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,124.7,-9,128,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,M,NP,-9,5,7,-9,.,1
67062,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,30.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,135.4,-9,139,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,7,7,14.3,.,1
67063,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,23.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,134.5,-9,138,-9,-9,-9,-9,-9,Y,.,U,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,12,13,-9,.,1
67064,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,19.5,-9,-9,-9,-9,-9,-9,-9,0.974,-9,131.5,-9,135,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,11,13,-9,.,1
67065,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,21.3,-9,-9,-9,-9,-9,-9,-9,0.974,-9,126.7,-9,130,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,P,NP,-9,-9,7,-9,.,1
67066,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,23.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,130.6,-9,134,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,M,NP,-9,7,7,-9,.,1
67067,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,24.5,-9,-9,-9,-9,-9,-9,-9,0.974,-9,136.4,-9,140,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,M,NP,-9,-9,7,-9,.,1
67068,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,20.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,128.6,-9,132,-9,-9,-9,-9,-9,Y,.,U,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,-9,7,-9,.,1
67069,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,5.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,81.9,-9,84,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,2.2,.,1
67070,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,26.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,146.2,-9,150,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,6,7,15.9,.,1
67071,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,20.9,-9,-9,-9,-9,-9,-9,-9,0.974,-9,123.8,-9,127,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,F,1.6,6.5,IMP,M,P,-9,9,7,-9,.,1
67072,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,18.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,119.9,-9,123,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,.,.,NP,-9,5,7,-9,.,1
67073,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,18.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,120.8,-9,124,-9,-9,-9,-9,-9,Y,67069,M,5.4,81.9,84,N,0,.,-9,-9,ANE,M,NP,-9,6,7,-9,.,1
67074,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,19.5,-9,-9,-9,-9,-9,-9,-9,0.974,-9,125.7,-9,129,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,P,NP,-9,4,7,-9,.,1
67075,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,18.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,122.8,-9,126,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,M,NP,-9,6,7,-9,.,1
67076,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,38.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,143.2,-9,147,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,15.9,.,1
67077,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,17.2,-9,-9,-9,-9,-9,-9,-9,0.974,-9,120.8,-9,124,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,2,1.5,-9,.,1
67078,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,21.3,-9,-9,-9,-9,-9,-9,-9,0.974,-9,124.7,-9,128,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,-9,1.5,-9,.,1
67079,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,22.7,-9,-9,-9,-9,-9,-9,-9,0.974,-9,141.3,-9,145,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,10,7,-9,.,1
67080,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,32.2,-9,-9,-9,-9,-9,-9,-9,0.974,-9,141.3,-9,145,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,14.9,.,1
67081,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,21.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,127.6,-9,131,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,F,216.4,28,IMP,M,P,-9,6,7,-9,.,1
67082,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,19.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,123.8,-9,127,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,-9,7,-9,.,1
67083,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,19.5,-9,-9,-9,-9,-9,-9,-9,0.974,-9,126.7,-9,130,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,5,7,-9,.,1
67084,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,20.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,128.6,-9,132,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,EST,P,NP,-9,4,7,-9,.,1
67085,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,31.3,-9,-9,-9,-9,-9,-9,-9,0.974,-9,139.3,-9,143,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,15.5,.,1
67086,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,20.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,123.8,-9,127,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,3,7,-9,.,1
67087,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,19.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,114,-9,117,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,M,NP,-9,5,7,-9,.,1
67088,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,18.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,123.8,-9,127,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,P,NP,-9,3,7,-9,.,1
