OTTER NO,recap,DATE,YEAR,LOCATION,STATE,REGION,AREA,LAT,LONG,SEX,WEIGHT,TAIL_LGTH_1,TAIL_LGTH_2,TAIL_LGTH_3,mean_tail_lgth,LGTH1,LGTH2,LGTH3,curvilinear_correction,mean_lgth,true_standard_lgth,body_lgth,CURVE_LGTH1,CURVE_LGTH2,GIRTH1,GIRTH2,mean_girth,PAW,W_PUP,PUP_NUMBER,PUP_SEX,PUP_WGHT,PUP_LGTH,PUP_CURVLGTH,FETUS_PRES,FETUS_NUM,FETUS_SEX,FETUS_WT,FETUS_LTH,FE_REP_CON,FE_REP_STA,PREGNANCY_STATUS,CAN_DIA,FINAL_AGE,AGE_CATEGORY,BACULA_LGTH,comments,Cause_of_death_Capture_method
KWK-55-24,0,1955-04-04,1955,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,23.1,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,U,-9,-9,7,-9,.,0
KWK-55-25,0,1955-04-04,1955,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,18.6,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,U,-9,-9,7,-9,.,0
KWK-55-26,0,1955-04-04,1955,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,19.5,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,U,-9,-9,7,-9,.,0
KWK-55-27,1,1955-04-15,1955,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,9.3,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,4
KWK-55-27,1,1955-04-04,1955,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,10,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
KWK-55-28,1,1955-04-09,1955,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,6.8,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,4
KWK-55-28,1,1955-04-04,1955,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,7.7,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
KWK-55-3,0,1955-04-04,1955,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,12.2,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
KWK-55-4,1,1955-04-07,1955,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,11.3,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,4
KWK-55-4,1,1955-04-04,1955,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,14.1,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,0
KWK-55-5,0,1955-04-04,1955,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,10,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,0
KWK-55-6,0,1955-04-04,1955,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,13.6,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
KWK-55-7,1,1955-04-07,1955,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,8.6,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,4
KWK-55-7,1,1955-04-04,1955,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,10.4,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
KWK-55-8,0,1955-04-04,1955,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,11.8,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,0
KWK-55-9,0,1955-04-04,1955,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,10.9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,0
KWK-56-1,0,1956-05-17,1956,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,7.9,-9,-9,-9,-9,105.1,-9,-9,1,105.1,105.1,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,4
KWK-56-33,0,1956-05-30,1956,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,25.2,-9,-9,-9,-9,134.5,-9,-9,1,134.5,134.5,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NPP,-9,-9,13,-9,.,1
KWK-56-34,0,1956-05-31,1956,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,19.1,-9,-9,-9,-9,123.6,-9,-9,1,123.6,123.6,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NPP,-9,-9,13,-9,.,1
KWK-56-45,1,1956-06-12,1956,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,19.3,-9,-9,-9,-9,130.4,-9,-9,1,130.4,130.4,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,M,0.8,-9,IMP,.,P,-9,-9,7,-9,.,4
KWK-56-45,1,1956-06-06,1956,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,21.3,-9,-9,-9,-9,130.4,-9,-9,1,130.4,130.4,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,M,0.8,-9,IMP,.,P,-9,-9,7,-9,.,0
KWK-56-45A,0,1956-06-12,1956,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,0.8,-9,-9,-9,-9,40.2,-9,-9,1,40.2,40.2,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,N,.,-9,0,0,-9,.,0
KWK-56-46,0,1956-06-14,1956,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,34.5,-9,-9,-9,-9,136.6,-9,-9,1,136.6,136.6,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,-9,.,1
KWK-56-50,1,1956-06-23,1956,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,25.4,-9,-9,-9,-9,132.9,-9,-9,1,132.9,132.9,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,-9,.,4
KWK-56-50,1,1956-06-08,1956,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,33.6,-9,-9,-9,-9,132.9,-9,-9,1,132.9,132.9,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,-9,.,0
KWK-56-63,1,1956-06-29,1956,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,22.5,-9,-9,-9,-9,136.4,-9,-9,1,136.4,136.4,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,-9,.,4
KWK-56-63,1,1956-06-11,1956,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,32.7,-9,-9,-9,-9,136.4,-9,-9,1,136.4,136.4,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,-9,.,0
KWK-56-76,0,1956-07-19,1956,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,22.5,-9,-9,-9,-9,129.5,-9,-9,1,129.5,129.5,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,U,-9,-9,7,-9,.,1
KWK-56-77,0,1956-07-19,1956,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,18.6,-9,-9,-9,-9,118.9,-9,-9,1,118.9,118.9,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,U,-9,-9,7,-9,.,1
KWK-56-78,1,1956-07-19,1956,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,24,-9,-9,-9,-9,138.8,-9,-9,1,138.8,138.8,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,-9,.,4
KWK-56-78,1,1956-07-04,1956,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,33.6,-9,-9,-9,-9,138.8,-9,-9,1,138.8,138.8,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,-9,.,0
KWK-56-79,1,1956-07-21,1956,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,17,-9,-9,-9,-9,131.4,-9,-9,1,131.4,131.4,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,U,-9,-9,7,-9,.,4
KWK-56-79,1,1956-07-06,1956,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,24,-9,-9,-9,-9,131.4,-9,-9,1,131.4,131.4,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,UNI,.,NP,-9,-9,7,-9,.,0
KWK-56-80,1,1956-07-27,1956,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,19.5,-9,-9,-9,-9,132.6,-9,-9,1,132.6,132.6,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,-9,.,4
KWK-56-80,1,1956-07-19,1956,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,26.3,-9,-9,-9,-9,132.6,-9,-9,1,132.6,132.6,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,-9,.,0
KWK-57-1,1,1957-10-17,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,22.7,-9,-9,-9,-9,136,-9,-9,1,136,136,-9,-9,-9,-9,-9,-9,-9,Y,KWK-57-2,F,3.8,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,-9,7,-9,.,4
KWK-57-1,1,1957-10-12,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,24.9,-9,-9,-9,-9,136,-9,-9,1,136,136,-9,-9,-9,-9,-9,-9,-9,Y,KWK-57-2,F,3.8,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,-9,7,-9,.,0
KWK-57-10,0,1957-12-09,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,22.2,-9,-9,-9,-9,123,-9,-9,1,123,123,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,U,-9,-9,7,-9,.,0
KWK-57-16,1,1957-12-12,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,23.4,-9,-9,-9,-9,136,-9,-9,1,136,136,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,U,-9,-9,7,-9,.,4
KWK-57-16,1,1957-11-15,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,27.2,-9,-9,-9,-9,136,-9,-9,1,136,136,-9,-9,-9,-9,-9,-9,-9,Y,.,U,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,-9,7,-9,.,0
KWK-57-17,1,1957-12-12,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,19.7,-9,-9,-9,-9,124,-9,-9,1,124,124,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,U,-9,-9,7,-9,.,4
KWK-57-17,1,1957-11-17,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,22.2,-9,-9,-9,-9,124,-9,-9,1,124,124,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,U,-9,-9,7,-9,.,0
KWK-57-19,1,1957-12-11,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,21.3,-9,-9,-9,-9,129,-9,-9,1,129,129,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,U,-9,-9,7,-9,.,4
KWK-57-19,1,1957-11-18,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,22.2,-9,-9,-9,-9,129,-9,-9,1,129,129,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,U,-9,-9,7,-9,.,0
KWK-57-2,1,1957-10-15,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,1.4,-9,-9,-9,-9,52,-9,-9,1,52,52,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,4
KWK-57-2,1,1957-10-11,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,1.7,-9,-9,-9,-9,52.1,-9,-9,1,52.1,52.1,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,N,NP,-9,0,0,-9,.,0
KWK-57-20,1,1957-12-12,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,26.3,-9,-9,-9,-9,127,-9,-9,1,127,127,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,1.5,-9,.,4
KWK-57-20,1,1957-11-22,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,30.4,-9,-9,-9,-9,127,-9,-9,1,127,127,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,1.5,-9,.,0
KWK-57-21,1,1957-12-12,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,26.8,-9,-9,-9,-9,129,-9,-9,1,129,129,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,-9,.,4
KWK-57-21,1,1957-11-29,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,29.5,-9,-9,-9,-9,129,-9,-9,1,129,129,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,-9,.,0
KWK-57-22,1,1957-12-16,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,20.9,-9,-9,-9,-9,131,-9,-9,1,131,131,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,-9,.,4
KWK-57-22,1,1957-11-30,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,31.8,-9,-9,-9,-9,131,-9,-9,1,131,131,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,-9,.,0
KWK-57-23,1,1957-12-12,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,20.2,-9,-9,-9,-9,123,-9,-9,1,123,123,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,-9,1.5,-9,.,4
KWK-57-23,1,1957-12-02,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,22.5,-9,-9,-9,-9,123,-9,-9,1,123,123,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,-9,1.5,-9,.,0
KWK-57-24,0,1957-11-22,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,28.6,-9,-9,-9,-9,136,-9,-9,1,136,136,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,-9,.,0
KWK-57-3,1,1957-10-22,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,3.3,-9,-9,-9,-9,77,-9,-9,1,77,77,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,4
KWK-57-3,1,1957-10-20,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,3.6,-9,-9,-9,-9,77,-9,-9,1,77,77,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,0
KWK-57-4,0,1957-10-28,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,19.5,-9,-9,-9,-9,117,-9,-9,1,117,117,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,U,-9,-9,7,-9,.,0
KWK-57-5,0,1957-11-07,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,35.4,-9,-9,-9,-9,132,-9,-9,1,132,132,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,-9,.,0
KWK-57-6,1,1957-12-04,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,2.8,-9,-9,-9,-9,63,-9,-9,1,63,63,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,4
KWK-57-6,1,1957-11-18,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,2.5,-9,-9,-9,-9,63,-9,-9,1,63,63,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,N,.,-9,0,0,-9,.,0
KWK-57-7,1,1957-12-06,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,21.3,-9,-9,-9,-9,133,-9,-9,1,133,133,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,UNI,.,NP,-9,-9,7,-9,.,4
KWK-57-7,1,1957-12-01,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,25.4,-9,-9,-9,-9,133,-9,-9,1,133,133,-9,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,UNI,.,NP,-9,-9,7,-9,.,0
KWK-57-8,1,1957-12-07,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,17.9,-9,-9,-9,-9,124,-9,-9,1,124,124,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,-9,.,4
KWK-57-8,1,1957-12-01,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,20.4,-9,-9,-9,-9,124,-9,-9,1,124,124,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,-9,.,0
KWK-57-9,0,1957-12-09,1957,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,36.3,-9,-9,-9,-9,130,-9,-9,1,130,130,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,-9,.,0
KWK-59-103,0,1959-04-06,1959,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,27.7,29,-9,-9,29,127.5,-9,-9,1,127.5,127.5,98.5,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,UNI,M,NP,-9,-9,7,-9,.,0
KWK-59-13,0,1959-02-09,1959,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,15.4,29,-9,-9,29,125.8,-9,-9,1,125.8,125.8,96.8,-9,-9,-9,-9,-9,-9,N,.,.,-9,-9,-9,.,-9,.,-9,-9,.,M,U,-9,-9,13,-9,.,5
KWK-59-14,0,1959-02-16,1959,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,18.1,32.5,-9,-9,32.5,126.3,-9,-9,1,126.3,126.3,93.8,-9,-9,-9,-9,-9,-9,N,.,.,-9,-9,-9,.,-9,.,-9,-9,.,M,NP,-9,-9,13,-9,.,5
KWK-59-15,0,1959-02-16,1959,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,23.6,28.5,-9,-9,28.5,128.7,-9,-9,1,128.7,128.7,100.2,-9,-9,-9,-9,-9,-9,N,.,.,-9,-9,-9,.,-9,.,-9,-9,.,M,U,-9,-9,13,-9,.,5
KWK-59-156,0,1959-05-07,1959,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,11.6,35,-9,-9,35,110.4,-9,-9,1,110.4,110.4,75.4,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,1.5,-9,.,4
KWK-59-157,0,1959-05-09,1959,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,20.6,32,-9,-9,32,131.4,-9,-9,1,131.4,131.4,99.4,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,.,M,U,-9,-9,7,-9,.,4
KWK-59-159,1,1959-05-11,1959,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,8.8,27,-9,-9,27,103.7,-9,-9,1,103.7,103.7,76.7,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,1.5,-9,.,4
KWK-59-159,1,1959-04-18,1959,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,12,27,-9,-9,27,103.7,-9,-9,1,103.7,103.7,76.7,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,1.5,-9,.,0
KWK-59-16,0,1959-02-17,1959,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,20,33.6,-9,-9,33.6,134.7,-9,-9,1,134.7,134.7,101.1,-9,-9,-9,-9,-9,-9,N,.,.,-9,-9,-9,.,-9,.,-9,-9,.,M,U,-9,-9,13,-9,.,5
KWK-59-160,0,1959-05-11,1959,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,25.4,31,-9,-9,31,124.4,-9,-9,1,124.4,124.4,93.4,-9,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,-9,7,-9,.,0
KWK-59-161,0,1959-05-13,1959,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,11.8,25.3,-9,-9,25.3,101.5,-9,-9,1,101.5,101.5,76.2,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,1.5,-9,.,0
KWK-59-162,1,1959-05-13,1959,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,8.8,23.2,-9,-9,23.2,94.4,-9,-9,1,94.4,94.4,71.2,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,0
KWK-59-162,1,1959-05-13,1959,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,7.7,23.2,-9,-9,23.2,94.4,-9,-9,1,94.4,94.4,71.2,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,4
KWK-59-165,0,1959-05-15,1959,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,8.6,26.8,-9,-9,26.8,104.6,-9,-9,1,104.6,104.6,77.8,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,-9,1.5,-9,.,4
KWK-59-17,0,1959-02-17,1959,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,21.8,35.5,-9,-9,35.5,131.5,-9,-9,1,131.5,131.5,96,-9,-9,-9,-9,-9,-9,Y,KWK-59-17a,U,7.7,-9,-9,.,-9,.,-9,-9,.,M,NP,-9,-9,13,-9,.,5
KWK-59-20,0,1959-02-18,1959,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,29.9,31.7,-9,-9,31.7,134.9,-9,-9,1,134.9,134.9,103.2,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,13.5,.,5
KWK-59-21,0,1959-02-18,1959,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,32.2,32.9,-9,-9,32.9,140.2,-9,-9,1,140.2,140.2,107.3,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,14,.,5
KWK-59-22,0,1959-02-18,1959,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,34.9,31.8,-9,-9,31.8,145.1,-9,-9,1,145.1,145.1,113.3,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,14.5,.,5
KWK-59-27,0,1959-02-25,1959,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,38.3,34,-9,-9,34,141.5,-9,-9,1,141.5,141.5,107.5,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,-9,.,5
KWK-59-28,0,1959-02-15,1959,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,22.5,34,-9,-9,34,132.5,-9,-9,1,132.5,132.5,98.5,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,-9,.,5
KWK-59-29,0,1959-02-25,1959,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,30.8,37,-9,-9,37,144,-9,-9,1,144,144,107,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,-9,.,5
